COUNTYGEOID,C01,C02,C03,C04
06027,-721457.235006197,-219226.32099597034,-234238.78487983023,-173368.15619309817
06029,-452937.4592156531,781155.6080059292,-101027.23419547743,-153436.37785059208
06031,-540554.6481848175,1917705.250591468,-205327.178566261,-130736.89762662732
06033,201358.7768003125,-217983.4104004061,-189408.6223899432,-174190.8588276617
06035,-721492.1619998295,-217188.62856629168,-234446.8331805189,-173306.2928571001
06037,-720659.2456871838,324692.7546926297,302344.2093774616,-88835.17506401685
06039,-722124.0039791678,-172262.51581633912,1936505.2220454225,-234320.89807223598
06041,-721457.2744425552,-219231.94730442628,-234326.9063935136,-173366.41882735252
06043,-721457.2744403661,-219231.9472944652,-234326.90639506726,-173366.41882877177
06045,-721409.1162128961,-219219.6813984375,-234264.5437290789,-173364.24475845753
06047,-721461.9173618159,-209560.24039434115,-234012.52671766304,-173273.8004662475
06049,-721457.2096131103,-219231.65913582256,-234323.16189218895,-173366.47494674582
06051,-721457.2744289408,-219231.94728810003,-234326.90639666183,-173366.41883030158
06053,-721457.0075133436,-219230.9406863717,-234317.92212927376,-173365.8415825777
06055,-721456.8347778135,-219222.01849597314,-234322.54485369188,-173361.87121774882
06057,-721456.1936647088,-219232.18841761933,-234307.26552599543,-173362.69633388007
06059,-721549.4062729212,-194421.363320278,-218118.36239416414,-171372.06622844934
06061,-721523.3850595767,-215107.51941792952,-205029.1125770425,-172542.36906747034
06063,-721457.2744318378,-219231.94727333175,-234326.90499671045,-173366.4188735963
06065,-721456.3932006564,-199996.67725131506,-224919.4397112438,-173420.58023117128
06067,-721373.1120982615,-202137.4253479068,-220605.26792860776,-173164.89581098437
06069,-721458.3024383486,-219231.730685721,-234286.64459249223,-173352.38363247368
06071,-681447.5182449002,-147393.30806207447,378942.5811803456,-173545.02383741346
06073,-721482.0944541959,-215077.03495681347,-162422.53322612477,-174290.05395764107
06075,-721457.7603822072,-219123.20999355413,-234007.96100401378,-173348.1688105473
06077,-721655.8242376167,-202600.8620888622,449182.447057056,-192318.77348186783
06079,-721432.1101350008,-217094.90353147578,-206795.72374730575,-173526.93290385875
06081,-721416.9712688366,-218915.57733832079,-229445.81351862676,-173453.22235246154
06083,-721450.5227633889,-219194.3322088794,-234078.85279598492,-173336.75003080093
06085,-721394.8413227346,-151475.0605095444,-177511.9578695353,-173214.04287185456
06087,-721451.3508875463,-218105.9811420518,-233715.84965794976,-173309.12512719896
06089,-721470.6986642524,-218758.05793077528,-232296.44028763,-170347.74804574318
06091,-721457.2744426255,-219231.94730436872,-234326.9063935035,-173366.41882735275
06093,-721453.2108408787,-219209.86588425818,-234076.82663174838,-173350.33642720748
06095,-721448.4127127216,-206504.06250039066,-115250.02946851717,-171500.3772765597
06097,-721451.3909226257,-219196.6289270077,-234021.620970941,-173337.56469285896
06099,-721472.3553684119,-218874.78598719704,-231498.7797941618,-173464.62146566584
